,slug,Exchange,Symbol,Base,Quote,Price,+2% Depth,-2% Depth,Volume,Volume %,Liquidity,Updated,rn
0,algorand,Stellarterm,ALGO/XLM,ALGO,XLM,0.017271055177559596,0.0,0.0,0.0,0.0,0.0,2021-10-10T17:12:10.000Z,1
1,algorand,Kraken,ALGO/XBT,ALGO,XBT,1.8135772085662147,239196.93793755,299785.89680092,278183.96105513,0.11600032869563662,0.0069235862,2021-10-10T17:13:54.000Z,1
2,algorand,Binance JEX,ALGO/USDT,ALGO,USDT,2.0819531393635997,0.0,0.0,55493886.08862861,23.140475110293657,0.0,2021-10-04T08:21:09.000Z,1
3,algorand,Mandala Exchange,ALGO/USDT,ALGO,USDT,1.8135236469654599,51035.55677477,92015.93677312,44749062.85700852,18.659975868292303,344.3768675337,2021-10-10T17:12:11.000Z,2
4,algorand,Binance,ALGO/USDT,ALGO,USDT,1.8121240146028623,592295.55202572,1193613.30136826,43732344.02071774,18.23601282328626,672.0376967429256,2021-10-10T17:13:54.000Z,3
5,algorand,OKEx,ALGO/USDT,ALGO,USDT,1.81262388330379,219221.41246219,430933.94914359,25657427.9767976,10.69892767183408,0.0074225969,2021-10-10T17:13:53.000Z,4
6,algorand,Bitrue,ALGO/USDT,ALGO,USDT,1.8131237520047176,52351.60381552,63278.74928893,24142438.76882364,10.067190150271886,407.247404213,2021-10-10T17:12:10.000Z,5
7,algorand,Crypto.com Exchange,ALGO/USDC,ALGO,USDC,1.81284845198902,680098.05961156,580274.36761243,241044.70553631,0.1005135772979147,240.4663260808,2021-10-10T17:12:07.000Z,1
8,algorand,CoinJar,ALGO/USDC,ALGO,USDC,1.847724374470921,80098.53439337,132493.67988103,20250.42806388,0.008444255027240383,0.0026005768,2021-10-10T17:12:11.000Z,2
9,algorand,Coinbase Exchange,ALGO/USD,ALGO,USD,1.8159,1247089.73171433,1818216.77412958,30233245.962,12.607004572894857,1.8301e-06,2021-10-10T17:09:10.000Z,1
10,algorand,HitBTC,ALGO/USD,ALGO,USD,1.8147073360492565,1154004.8936021,170462.01799619,14551052.68350371,6.067664317352377,0.0054863488,2021-10-10T17:12:07.000Z,2
11,algorand,Binance.US,ALGO/USD,ALGO,USD,1.813,288930.95611958,531703.25315325,4625105.3584,1.928629313463636,594.3514394971679,2021-10-10T17:13:53.000Z,3
12,algorand,Kraken,ALGO/USD,ALGO,USD,1.81467,649117.182863,841407.22342951,2503565.56520931,1.0439653938848164,1.4815e-06,2021-10-10T17:13:54.000Z,4
13,algorand,Coinlist Pro,ALGO/USD,ALGO,USD,1.8154,50678.72660309,50386.39017478,309101.0835,0.1288925039034568,5.412e-07,2021-10-10T17:12:10.000Z,5
14,algorand,Binance,ALGO/TUSD,ALGO,TUSD,0.0,2188.93057082,11216.71573558,0.0,0.0,558.0157879697305,2021-10-10T15:45:09.000Z,1
15,algorand,Paribu,ALGO/TRY,ALGO,TRY,1.8146980516225806,112382.50549501,288056.02134793,1916546.1237049,0.7991833154825833,4.086e-07,2021-10-10T17:13:53.000Z,1
16,algorand,Bitci,ALGO/TRY,ALGO,TRY,1.8915637149509772,9109.09797291,1059.42300382,13306.85737588,0.005548845532478879,30.1299590121,2021-10-10T17:12:10.000Z,2
17,algorand,Satang Pro,ALGO/THB,ALGO,THB,1.86115225176657,4535.59084901,9.19817825,5434.13943244,0.002265989591743703,1.227e-07,2021-10-10T17:12:10.000Z,1
18,algorand,EXMO,ALGO/RUB,ALGO,RUB,1.7455956643013835,36.84674641,874.10293166,1227572.54761911,0.5118872363505402,1.431e-07,2021-10-10T17:12:07.000Z,1
19,algorand,ZB.COM,ALGO/QC,ALGO,QC,1.8141928002813927,7826.10758287,4439.79917028,2221560.90403986,0.9263718659715557,67.4576212563,2021-10-10T17:12:10.000Z,1
20,algorand,Bithumb,ALGO/KRW,ALGO,KRW,1.86113757542461,165358.19907302,182997.39236572,928871.12684826,0.38733130271637395,7.367e-07,2021-10-10T17:13:53.000Z,1
21,algorand,Korbit,ALGO/KRW,ALGO,KRW,1.86113757542461,44296.39446769,50102.58947264,18982.16141069,0.007915398697473049,5.171e-07,2021-10-10T17:12:07.000Z,2
22,algorand,KuCoin,ALGO/KCS,ALGO,KCS,1.8150373593513272,20930.21941203,23415.40583323,33798.8074479,0.0140938131681141,0.0021643945,2021-10-10T17:13:53.000Z,1
23,algorand,Bitbns,ALGO/INR,ALGO,INR,1.8884226263218544,90429.86632907,72198.49945908,194899.46488471,0.08127140724964209,3.391e-07,2021-10-10T17:12:11.000Z,1
24,algorand,WazirX,ALGO/INR,ALGO,INR,1.8795049271420148,4291.97008594,6506.4048559,86774.52091132,0.036184231865634686,1.719e-07,2021-10-10T17:12:12.000Z,2
25,algorand,Giottus,ALGO/INR,ALGO,INR,1.8647441384995638,11.01949011,69.76645844,121.24939337,5.055995835172961e-05,3.68e-08,2021-10-10T17:12:11.000Z,3
26,algorand,Rekeningku.com,ALGO/IDR,ALGO,IDR,1.819476251819,452873125.76859224,398218969.38878584,1521727.12931845,0.6345471770424075,1.2242e-06,2021-10-10T17:12:11.000Z,1
27,algorand,Indodax,ALGO/IDR,ALGO,IDR,1.8236847551,75691.87115393,89354.42992898,213383.4376519,0.08897906555051126,6.565e-07,2021-10-10T17:13:54.000Z,2
28,algorand,Zipmex,ALGO/IDR,ALGO,IDR,1.80972655255135,17594.77244163,22132.72179787,13228.87990793,0.005516329596338115,4.76e-07,2021-10-10T17:12:10.000Z,3
29,algorand,Triv Pro,ALGO/IDR,ALGO,IDR,0.6305740749365,0.0,0.0,0.0,0.0,0.0,2021-10-10T17:12:08.000Z,4
30,algorand,Huobi Global,ALGO/HUSD,ALGO,HUSD,1.8139903636019632,14850.22709337,16902.89545258,91208.28980297,0.03803307551154841,0.0029106034,2021-10-10T17:13:53.000Z,1
31,algorand,Coinbase Exchange,ALGO/GBP,ALGO,GBP,1.8291097452233596,348690.7817622,472066.10980039,2592695.38679354,1.0811317659543591,1.1055e-06,2021-10-10T16:57:23.000Z,1
32,algorand,Kraken,ALGO/GBP,ALGO,GBP,1.8174021359580121,37025.31076549,60072.75419766,453239.91995737,0.18899716394008614,7.242e-07,2021-10-10T17:13:54.000Z,2
33,algorand,Coinbase Exchange,ALGO/EUR,ALGO,EUR,1.8138671689695292,372622.37331787,404872.23849061,3147661.74206223,1.3125479819792274,1.1046e-06,2021-10-10T17:09:10.000Z,1
34,algorand,Kraken,ALGO/EUR,ALGO,EUR,1.8136357640873488,351946.67379552,314988.22852456,1945618.8631135,0.8113063987641957,1.3911e-06,2021-10-10T17:13:54.000Z,2
35,algorand,Bitstamp,ALGO/EUR,ALGO,EUR,1.8128952684643722,86099.20536413,115409.90906649,534410.01822209,0.22284439957240446,7.242e-07,2021-10-10T17:13:53.000Z,3
36,algorand,EXMO,ALGO/EUR,ALGO,EUR,1.8737738433805458,55.58123389,18.59592249,1003.76188968,0.00041856010926509925,5.36e-08,2021-10-10T17:12:07.000Z,4
37,algorand,Huobi Global,ALGO/ETH,ALGO,ETH,1.8166978099467315,37098.30366184,57852.12837372,276896.90840278,0.11546363876514994,0.0031666955,2021-10-10T17:13:53.000Z,1
38,algorand,Bibox,ALGO/ETH,ALGO,ETH,1.8157490509357341,8.51457399,10.26875911,215591.1478138,0.08989966177566294,0.0001558167,2021-10-10T17:12:10.000Z,2
39,algorand,KuCoin,ALGO/ETH,ALGO,ETH,1.8202117322096845,28754.39379675,81976.46040679,152477.11060246,0.06358164892526295,0.0029672887,2021-10-10T17:13:53.000Z,3
40,algorand,Kraken,ALGO/ETH,ALGO,ETH,1.8117783187785972,106925.18451677,113891.69785075,104491.99907163,0.04357226848161493,0.0056891292,2021-10-10T17:13:54.000Z,4
41,algorand,HitBTC,ALGO/ETH,ALGO,ETH,1.8148705703699959,785624.02342259,145760.28311436,22189.5782722,0.009252864052369454,0.0040925478,2021-10-10T17:12:07.000Z,5
42,algorand,Crypto.com Exchange,ALGO/CRO,ALGO,CRO,1.8265041621840468,106432.12043558,135705.80346265,97768.38419172,0.04076857867457438,0.0019943107,2021-10-10T17:12:07.000Z,1
43,algorand,Mandala Exchange,ALGO/BUSD,ALGO,BUSD,1.8134313882300408,32429.1117231,32489.16294594,7012018.56667819,2.923951673811199,323.4238043279,2021-10-10T17:12:11.000Z,1
44,algorand,Binance,ALGO/BUSD,ALGO,BUSD,1.8126319034341716,208020.3386986,383540.44760959,6829270.14674668,2.8477471482150514,925.3442854601878,2021-10-10T17:13:54.000Z,2
45,algorand,Binance TR,ALGO/BUSD,ALGO,BUSD,1.8134313882300408,0.0,0.0,1617321.58344448,0.6744092455025723,0.0,2021-10-10T17:12:10.000Z,3
46,algorand,Binance.US,ALGO/BUSD,ALGO,BUSD,1.8131315814315898,99667.61324683,71688.26085152,524865.2180251,0.21886429965584028,627.8399820674149,2021-10-10T17:13:53.000Z,4
47,algorand,Tokocrypto,ALGO/BUSD,ALGO,BUSD,1.8134313882300408,3217792.04378311,410362.69820987,44299.85477989,0.018472659948277216,0.0113725219,2021-10-10T17:12:09.000Z,5
48,algorand,Binance,ALGO/BTC,ALGO,BTC,1.8135772085662147,226333.24031052,335470.44155553,6234548.87850575,2.599753474041428,773.6544410927427,2021-10-10T17:13:54.000Z,1
49,algorand,Coinbase Exchange,ALGO/BTC,ALGO,BTC,1.8163342429361846,323520.06678658,440353.25858418,2176791.2224496,0.9077032922681283,0.0059368296,2021-10-10T17:07:23.000Z,2
50,algorand,Dsdaq,ALGO/BTC,ALGO,BTC,1.8273623804160644,6424.21087853,5375.58227424,1374624.78428649,0.5732067593170855,0.0012729728,2021-10-10T17:12:07.000Z,4
51,algorand,BHEX (BlueHelix Exchange),ALGO/BTC,ALGO,BTC,1.8273623804160644,8142.29269213,5820.07017744,1374624.78428649,0.5732067593170855,0.0013429046,2021-10-10T17:12:07.000Z,5
52,algorand,Mexo Exchange,ALGO/BTC,ALGO,BTC,1.8273623804160644,7676.03395285,5105.26105964,1374624.78428649,0.5732067593170855,0.0013363105,2021-10-10T17:12:08.000Z,3
53,algorand,Binance,ALGO/BNB,ALGO,BNB,1.8141747825290497,17973.63941643,80706.30356713,488346.8246603,0.2036364424577258,883.0725741588674,2021-10-10T17:13:54.000Z,1
54,algorand,CoinDCX,ALGO/BNB,ALGO,BNB,1.8154222096084875,396244.14168637,2996388.96487259,446.58263672,0.00018622113385975442,235.2170021396,2021-10-10T17:12:14.000Z,2
55,algorand,Mandala Exchange,ALGO/BIDR,ALGO,BIDR,1.81443011234265,8692227.72170463,7660109.30288402,39419.58772712,0.016437630394105274,19.2585708729,2021-10-10T17:12:11.000Z,1
56,algorand,Binance,ALGO/BIDR,ALGO,BIDR,1.81421998725726,5194.48520282,4175.0658036,38442.65026859,0.016030255842838095,622.1928386602635,2021-10-10T17:13:54.000Z,2
57,algorand,Tokocrypto,ALGO/BIDR,ALGO,BIDR,1.81443011234265,11261.98093226,4130.23602365,23995.23392229,0.010005806990298445,58.0309788323,2021-10-10T17:12:09.000Z,3
58,algorand,CoinEx,ALGO/BCH,ALGO,BCH,1.824862021458287,4257.50147128,4276.2906255,7361.39752352,0.003069639705857579,0.0015542437,2021-10-10T17:13:53.000Z,1
59,algorand,BTC Markets,ALGO/AUD,ALGO,AUD,1.8255994748495754,55678.67932183,39991.05217362,280571.7773896,0.11699602765186953,3.894e-07,2021-10-10T17:12:09.000Z,1
60,algorand,Bitfinex,ALG/UST,ALG,UST,1.8139235419262019,42242.23245915,53732.90499145,87642.99675696,0.03654637885346371,0.0043613016,2021-10-10T17:13:53.000Z,1
61,algorand,Bitfinex,ALG/USD,ALG,USD,1.8137,150346.93586005,180650.97465599,708345.78390341,0.29537412383987144,9.547e-07,2021-10-10T17:13:53.000Z,1
62,algorand,Bitfinex,ALG/BTC,ALG,BTC,1.8135772085662147,18352.6886833,18400.70539324,42565.35019329,0.017749386394307603,0.0029214315,2021-10-10T17:13:53.000Z,1
63,avalanche,Bitfinex,AVAX/UST,AVAX,UST,58.98050775985351,0.0,0.0,167060.1887614,0.04759523678639159,0.0,2021-10-10T17:13:53.000Z,1
64,avalanche,Mandala Exchange,AVAX/USDT,AVAX,USDT,58.94451721338672,19241.86804869,34854.90805795,112423086.53816684,32.02919536792341,297.1592882302,2021-10-10T17:12:11.000Z,1
65,avalanche,Binance,AVAX/USDT,AVAX,USDT,58.8645382212383,1108767.62495991,2803166.7797845,110227327.30212297,31.403626334748935,710.089749571483,2021-10-10T17:13:54.000Z,2
66,avalanche,CoinW,AVAX/USDT,AVAX,USDT,58.93951852637744,64661.24127004,31861.65215495,78896351.6035962,22.4774709282694,0.0023698115,2021-10-10T17:12:15.000Z,3
67,avalanche,OKEx,AVAX/USDT,AVAX,USDT,58.94551695078857,402253.60944106,417426.2300584,57124773.99292772,16.274775963803446,1.6036e-06,2021-10-10T17:13:53.000Z,4
68,avalanche,ZT,AVAX/USDT,AVAX,USDT,58.95451458740527,11068.95727475,11008.11323678,32973136.59355656,9.394004971476283,0.0026560908,2021-10-10T17:12:10.000Z,5
69,avalanche,Crypto.com Exchange,AVAX/USDC,AVAX,USDC,58.978282778204054,633486.36799913,624101.5288876,158083.08900567,0.04503767240377699,263.4745665357,2021-10-10T17:12:07.000Z,1
70,avalanche,Coinbase Exchange,AVAX/USD,AVAX,USD,59.13,486392.48669213,576589.64595554,9291838.9815,2.6472331905307853,1.1666e-06,2021-10-10T17:12:53.000Z,1
71,avalanche,Bitfinex,AVAX/USD,AVAX,USD,59.054,0.0,0.0,647483.55081883,0.1844672458770516,0.0,2021-10-10T17:13:53.000Z,2
72,avalanche,Okcoin,AVAX/USD,AVAX,USD,59.213,41044.19117521,43965.11769929,146929.9645,0.04186016131815489,5.718e-07,2021-10-10T17:12:07.000Z,3
73,avalanche,Binance,AVAX/TRY,AVAX,TRY,58.81894237303392,201348.95803566,360755.03133498,13231182.27410998,3.769547119329463,688.2693993311251,2021-10-10T17:13:54.000Z,1
74,avalanche,BtcTurk | Pro,AVAX/TRY,AVAX,TRY,58.903606002207226,792559.03719507,1171024.36603962,9562043.25086081,2.7242140456122397,1.2619e-06,2021-10-10T17:13:53.000Z,2
75,avalanche,Paribu,AVAX/TRY,AVAX,TRY,59.13977296779592,635516.04243272,318273.0574169,7660308.91369991,2.1824123347853805,8.388e-07,2021-10-10T17:13:53.000Z,3
76,avalanche,Felixo,AVAX/TRY,AVAX,TRY,59.37593993338462,3968.42266992,5468.88852862,14923.12553611,0.004251579617802475,2.58e-07,2021-10-10T17:12:08.000Z,4
77,avalanche,BitTurk,AVAX/TRY,AVAX,TRY,59.37593993338462,2128.36218072,423.1962253,13462.43036305,0.0038354294078094564,6.31e-08,2021-10-10T17:12:08.000Z,5
78,avalanche,Coinone,AVAX/KRW,AVAX,KRW,60.422203279389,4479.95476932,10839.86650118,2214896.6874859,0.6310212689203138,1.1e-09,2021-10-10T17:13:53.000Z,1
79,avalanche,HOTBIT KOREA,AVAX/KRW,AVAX,KRW,16.6474452188856,0.0,0.0,0.0,0.0,0.0,2021-10-10T17:12:12.000Z,2
80,avalanche,CoinDCX,AVAX/INR,AVAX,INR,61.1594443751686,2892.39114193,9348.34448023,402126.20690045,0.11456524847326542,1.79e-07,2021-10-10T17:12:14.000Z,1
81,avalanche,WazirX,AVAX/INR,AVAX,INR,61.22459681917653,1937.34020106,15395.67749023,235658.98337072,0.06713894673248029,3.252e-07,2021-10-10T17:12:12.000Z,2
82,avalanche,Giottus,AVAX/INR,AVAX,INR,60.57380442902988,588.40665474,0.04127019,196.13797874,5.587946242696624e-05,1.2e-08,2021-10-10T17:12:11.000Z,3
83,avalanche,Binance,AVAX/EUR,AVAX,EUR,58.83469129431687,117094.11523193,200086.0905035,1280129.91995705,0.3647073974321883,673.7263667699162,2021-10-10T17:13:54.000Z,1
84,avalanche,Coinbase Exchange,AVAX/EUR,AVAX,EUR,59.18179861758717,78683.48631196,87249.28920702,536067.84415113,0.1527250517619353,5.723e-07,2021-10-10T17:11:23.000Z,2
85,avalanche,OKEx,AVAX/ETH,AVAX,ETH,58.963615572352325,240295.75145722,260497.28681128,5194759.5394861,1.479980431982696,7.809e-07,2021-10-10T17:13:53.000Z,1
86,avalanche,Huobi Global,AVAX/ETH,AVAX,ETH,58.92144850519689,10867.08123754,18277.94991469,65500.20170787,0.018660924741890364,7.299e-07,2021-10-10T17:13:53.000Z,2
87,avalanche,Gate.io,AVAX/ETH,AVAX,ETH,58.97064341687823,11799.76496556,9579.33957785,58695.30951761,0.016722219551248765,2.565e-07,2021-10-10T17:13:54.000Z,3
88,avalanche,Mandala Exchange,AVAX/BUSD,AVAX,BUSD,58.952010135396286,736.75173001,1595.1907692,14824549.42188846,4.2234954073592705,288.997730482,2021-10-10T17:12:11.000Z,1
89,avalanche,Binance,AVAX/BUSD,AVAX,BUSD,58.872061655809375,257639.12633645,441803.18109137,14560678.06301534,4.148318790477495,603.6168301373564,2021-10-10T17:13:54.000Z,2
90,avalanche,Tokocrypto,AVAX/BUSD,AVAX,BUSD,58.96200369534465,7320622.58323808,16566970.75951386,8676.06107122,0.0024717988416000257,0.0048863714,2021-10-10T17:12:09.000Z,3
91,avalanche,Binance,AVAX/BTC,AVAX,BTC,58.906796348777355,629389.12340775,885645.69868775,19514298.88966432,5.559599107723457,882.8469760008181,2021-10-10T17:13:54.000Z,1
92,avalanche,OKEx,AVAX/BTC,AVAX,BTC,58.978479242396574,322196.33679782,368672.37356651,13822673.03134994,3.9380620890330205,1.2085e-06,2021-10-10T17:13:53.000Z,2
93,avalanche,Hotbit,AVAX/BTC,AVAX,BTC,59.02369460606408,46309.97735268,29531.29056572,3971630.98456596,1.131512651458603,4.642e-07,2021-10-10T17:12:08.000Z,3
94,avalanche,VCC Exchange,AVAX/BTC,AVAX,BTC,58.99502144861639,0.0,0.0,1893226.23979836,0.5393777646337289,0.0,2021-10-10T17:12:10.000Z,4
95,avalanche,KuCoin,AVAX/BTC,AVAX,BTC,59.01707772357615,67497.16777951,129376.29954261,1002542.88493389,0.28562320173773015,8.331e-07,2021-10-10T17:13:53.000Z,5
96,avalanche,Binance,AVAX/BNB,AVAX,BNB,58.89519051052363,87800.54090756,106338.51654418,1435808.20526368,0.40905994429929976,940.1296179365686,2021-10-10T17:13:54.000Z,1
97,avalanche,CoinDCX,AVAX/BNB,AVAX,BNB,58.99498467687865,249134.36521341,6110950.06194526,0.0,0.0,199.7489049479,2021-10-10T17:12:14.000Z,2
98,avalanche,Mandala Exchange,AVAX/BIDR,AVAX,BIDR,58.98099080185092,12563173.64892419,18865837.74428948,29411.00657371,0.008379158627679479,54.0284384981,2021-10-10T17:12:11.000Z,1
99,avalanche,Binance,AVAX/BIDR,AVAX,BIDR,58.98099080185092,11377.00969564,12995.97993061,28726.10176013,0.00818403011130364,808.8548622429851,2021-10-10T17:13:54.000Z,2
100,avalanche,Tokocrypto,AVAX/BIDR,AVAX,BIDR,58.98099080185092,319361.9675848,601396.67509938,6777.32757413,0.0019308520663194005,63.5339715481,2021-10-10T17:12:09.000Z,3
101,binance-coin,Venus,vBNB/BNB,vBNB,BNB,415.80902647926877,0.0,0.0,2038136713.5288517,160.12390514581662,0.0,2021-10-10T17:12:10.000Z,1
102,binance-coin,Demex,bnb1/eth1,bnb1,eth1,413.8346249079817,1159.42998424,1147.78995572,421.71624713,3.3131659866416505e-05,63.6409789557,2021-10-10T17:12:08.000Z,1
103,binance-coin,Demex,bnb1/busd1,bnb1,busd1,417.7707800813877,1803.3729909,1785.08151751,1028.77612591,8.082463247339057e-05,76.3955407461,2021-10-10T17:12:08.000Z,1
104,binance-coin,Folgory,ZRX/BNB,ZRX,BNB,415.80902647926877,0.0,0.0,17478.18863428,0.0013731541169043973,0.0,2021-10-10T17:12:10.000Z,1
105,binance-coin,Binance,ZIL/BNB,ZIL,BNB,415.41291199716864,11878.04909949,64209.13100353,283562.14981755,0.022277739505371246,938.5778724602897,2021-10-10T17:14:54.000Z,1
106,binance-coin,Binance,ZEN/BNB,ZEN,BNB,415.80902647926877,6837.60623591,45007.04789954,66725.59965007,0.005242221249558142,666.2978181117397,2021-10-10T17:13:54.000Z,1
107,binance-coin,Binance,ZEC/BNB,ZEC,BNB,415.80902647926877,9249.65600434,61018.56515898,127342.45263234,0.010004515728011202,602.6901348590488,2021-10-10T17:13:54.000Z,1
108,binance-coin,Folgory,ZEC/BNB,ZEC,BNB,415.80902647926877,11717.6467697,60989.05496322,8032.60920867,0.0006310728551548074,137.1446280592,2021-10-10T17:12:10.000Z,2
109,binance-coin,Binance DEX,ZEBI-84F/BNB,ZEBI-84F,BNB,415.80902647926877,13.78504312,22.40069507,23.46410336,1.843430735440256e-06,657.5359579501023,2021-10-10T17:12:10.000Z,1
110,binance-coin,Binance,YGG/BNB,YGG,BNB,415.80902647926877,6698.60462773,60349.20748636,258461.4221392,0.02030572923187975,585.7781075585472,2021-10-10T17:13:54.000Z,1
111,binance-coin,Binance,YFII/BNB,YFII,BNB,415.80902647926877,10433.17263537,48427.91157372,45001.99636183,0.00353553093322071,862.5151666795764,2021-10-10T17:13:54.000Z,1
112,binance-coin,CoinDCX,YFII/BNB,YFII,BNB,415.80902647926877,10841.78143323,37340.04097754,0.0,0.0,121.4929779408,2021-10-10T17:12:14.000Z,2
113,binance-coin,Binance,XVS/BNB,XVS,BNB,416.0460566444331,14818.32358814,62782.86808758,387877.62983856,0.03047316718068361,864.6847195938619,2021-10-10T17:10:54.000Z,1
114,binance-coin,Binance,XTZ/BNB,XTZ,BNB,416.0460566444331,16598.24421323,45001.92655988,685699.33332959,0.05387119238851919,764.8528087464017,2021-10-10T17:10:54.000Z,1
115,binance-coin,Folgory,XTZ/BNB,XTZ,BNB,415.80902647926877,51630.10683547,74873.7796085,1681.96427209,0.00013214162022354403,153.7960019972,2021-10-10T17:12:10.000Z,2
116,binance-coin,Binance,XRP/BNB,XRP,BNB,415.7153044948494,144577.07405622,245062.96003438,6355480.77611159,0.4993111571932573,829.2822456279654,2021-10-10T17:11:54.000Z,1
117,binance-coin,Folgory,XRP/BNB,XRP,BNB,415.80902647926877,168650.63968924,266162.93710821,14246.19244548,0.0011192359927021142,276.0448450605,2021-10-10T17:12:10.000Z,2
118,binance-coin,CoinDCX,XRP/BNB,XRP,BNB,415.80902647926877,152593.80997991,246604.62968409,1927.65846314,0.00015144430638852266,280.3562004622,2021-10-10T17:12:14.000Z,3
119,binance-coin,Binance,XMR/BNB,XMR,BNB,415.80902647926877,16193.21508948,54941.46317448,203891.17320729,0.016018479360094807,745.0258225281619,2021-10-10T17:13:54.000Z,1
120,binance-coin,Binance,XLM/BNB,XLM,BNB,416.0460566444331,20375.21101597,89679.95121974,877640.34592569,0.06895082089946246,873.0683191049761,2021-10-10T17:10:54.000Z,1
121,binance-coin,Folgory,XLM/BNB,XLM,BNB,415.80902647926877,38500.0534374,39858.47811706,7811.53202383,0.0006137041762333955,258.6533720062,2021-10-10T17:12:10.000Z,2
122,binance-coin,IndoEx,WSPP/BNB,WSPP,BNB,415.809026479268,148.85294667,104.44,53513.17127639,0.004204201761655383,0.0,2021-10-10T17:12:12.000Z,1
123,binance-coin,Binance,WRX/BNB,WRX,BNB,415.7409618502176,8830.49393061,58613.66843645,686546.59760555,0.05393775674784636,836.6932776561288,2021-10-10T17:10:54.000Z,1
124,binance-coin,Binance DEX,WRX-ED1/BNB,WRX-ED1,BNB,415.80902647926877,18235.17206127,33843.82654134,21286.78092433,0.001672371861495809,644.2433377794662,2021-10-10T17:12:10.000Z,1
125,binance-coin,Binance,WNXM/BNB,WNXM,BNB,0.0,4750.82757107,18663.10481892,0.0,0.0,594.8374683702857,2021-10-10T15:45:09.000Z,1
126,binance-coin,Binance DEX,WISH-2D5/BNB,WISH-2D5,BNB,415.80902647926877,249.72861403,4058.40370737,167.94189774,1.319416520257267e-05,931.166618987003,2021-10-10T17:12:10.000Z,1
127,binance-coin,Binance,WIN/BNB,WIN,BNB,415.7153044948494,30084.36599035,100898.77808523,475188.51353121,0.037332647982829224,622.24549960125,2021-10-10T17:11:54.000Z,1
128,binance-coin,Tokocrypto,WIN/BNB,WIN,BNB,415.80902647926877,30051.05734032,100787.06550708,1734.87614663,0.00013629858178735446,0.0049830351,2021-10-10T17:12:09.000Z,2
129,binance-coin,Binance DEX,WICC-01D/BNB,WICC-01D,BNB,415.80902647926877,6.60880265,23.84915736,20.08418722,1.5778914476144034e-06,717.6464005534514,2021-10-10T17:12:10.000Z,1
130,binance-coin,OpenOcean,WBNB/BNB,WBNB,BNB,417.3200993038861,0.0,0.0,2212628.98455106,0.17383269301484136,0.0,2021-10-10T17:12:10.000Z,1
131,binance-coin,Binance,WAXP/BNB,WAXP,BNB,416.0460566444331,22698.64299541,32210.44998108,319987.95885953,0.02513949198408448,606.2077044244153,2021-10-10T17:10:54.000Z,1
132,binance-coin,Binance,WAVES/BNB,WAVES,BNB,416.0460566444331,9494.59494268,48847.62408481,432313.77253091,0.03396424246051424,612.0620423068673,2021-10-10T17:10:54.000Z,1
133,binance-coin,Binance,WABI/BNB,WABI,BNB,415.7153044948494,6710.91544726,7686.43932392,3605818.66146476,0.28328706386026514,783.8629995919512,2021-10-10T17:11:54.000Z,1
134,binance-coin,Binance,VTHO/BNB,VTHO,BNB,415.80902647926877,17248.17908175,68880.9165561,261955.60796962,0.020580245988659672,645.0054657133057,2021-10-10T17:13:54.000Z,1
135,binance-coin,Binance DEX,VOTE-FD4/BNB,VOTE-FD4,BNB,415.80902647926877,1017.52384074,2125.79980781,208.35774508,1.6369390526222853e-05,699.455024869635,2021-10-10T17:12:10.000Z,1
136,binance-coin,Binance DEX,VIDT-F53/BNB,VIDT-F53,BNB,415.80902647926877,5670.93874238,20.1573652,601.43472493,4.725103875850886e-05,835.8829985628706,2021-10-10T17:12:10.000Z,1
137,binance-coin,Binance,VET/BNB,VET,BNB,415.7153044948494,86433.47459803,128139.33203512,1379410.5780323,0.10837183153015874,929.662361631715,2021-10-10T17:11:54.000Z,1
138,binance-coin,CoinDCX,VET/BNB,VET,BNB,415.80902647926877,85857.26359804,131456.40277491,256.0373603,2.0115285555834288e-05,260.3733137186,2021-10-10T17:12:14.000Z,2
139,binance-coin,Binance DEX,VDX-A17/BNB,VDX-A17,BNB,415.80902647926877,69.97894673,106.17495366,199.06857143,1.5639597107291553e-05,899.1074977661378,2021-10-10T17:12:10.000Z,1
140,binance-coin,Folgory,UTED/BNB,UTED,BNB,415.41291199716864,15.69115992,5.89359967,1205.68182097,9.472302827162768e-05,0.0,2021-10-10T17:12:10.000Z,1
141,binance-coin,OpenOcean,USDT/BNB,USDT,BNB,415.80902647926877,0.0,0.0,156.04308512,1.225934845025879e-05,0.0,2021-10-10T17:12:10.000Z,1
142,binance-coin,OpenOcean,USDC/BNB,USDC,BNB,415.80902647926877,0.0,0.0,127.29614959,1.0000877981872584e-05,0.0,2021-10-10T14:12:07.000Z,1
143,binance-coin,Binance,UNI/BNB,UNI,BNB,416.0460566444331,106814.74013392,167470.10415123,2897598.68050343,0.22764656226826105,593.9376144669,2021-10-10T17:10:54.000Z,1
144,binance-coin,Binance DEX,UND-EBC/BNB,UND-EBC,BNB,415.80902647926877,93.08533049,21.53466601,4.00723475,3.1482386473233854e-07,575.9213318148713,2021-10-10T17:12:10.000Z,1
145,binance-coin,Binance DEX,UGAS-B0C/BNB,UGAS-B0C,BNB,415.80902647926877,79.25052708,285.10860351,82.25243095,6.462069185068036e-06,746.2001945598593,2021-10-10T17:12:10.000Z,1
146,binance-coin,Binance DEX,TWT-8C2/BNB,TWT-8C2,BNB,415.80902647926877,47756.25722186,26956.27656269,100792.76429828,0.007918669499819092,502.2732382130255,2021-10-10T17:12:10.000Z,1
